model,session_key,run_id,broad_no,minute_rank,family_consensus_score,reason_set,flagged_by_model
03,115_18872600,115,18872600,84,0.8371705038371706,high_rolling_chat_deficit;high_rolling_zero_rate;long_zero_run,False
03,158_19083387,158,19083387,85,0.8365031698365032,high_rolling_chat_deficit;high_rolling_zero_rate;long_zero_run,False
03,110_18852005,110,18852005,86,0.8345011678345012,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
03,156_19074507,156,19074507,88,0.8305805805805805,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
03,144_19012002,144,19012002,91,0.8291624958291627,high_interval_anomaly;high_rolling_chat_deficit;long_zero_run,False
03,160_19087560,160,19087560,92,0.828244911578245,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
03,169_19133951,169,19133951,93,0.8281614948281616,high_rolling_chat_deficit;high_rolling_zero_rate;long_zero_run,False
03,144_19016801,144,19016801,96,0.8259926593259926,high_interval_anomaly;high_rolling_chat_deficit;high_unique_deficit,False
03,160_19084894,160,19084894,99,0.824657991324658,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
03,154_19065461,154,19065461,100,0.8242409075742408,high_chat_deficit;high_rolling_chat_deficit;high_unique_deficit,False
07a,150_19046938,150,19046938,1,0.9684684684684683,high_interval_anomaly;high_rolling_chat_deficit;long_zero_run,False
